episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,accepted_candidate_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error,case,family,gate,phase
32,24800,25600,800,-11.461933174722128,-9169.5465397777,-8.984598845869995,-7187.679076695996,2.47733432885213,1981.867463081704,0,0.0,0,0.0,31,0.03875,769,21,21,0,0,0,10,-64.48429594370589,8.497339117125936,0.216334517287481,2.623603137055966,0.1312904599345805,0.3013785746403813,1.072490551868675,2.623603137055966,Cold start + gate,Cold start,True,full_RL
33,25600,26400,800,-9.789288756249444,-7831.431004999556,-8.039624630741107,-6431.699704592886,1.749664125508337,1399.7313004066696,0,0.0,0,0.0,18,0.0225,782,14,14,0,0,0,4,-66.68627455695264,8.075854899088666,0.2023008926837491,2.581521430013993,0.1225307133779214,0.2820710719895768,1.0724986165555248,2.581521430013993,Cold start + gate,Cold start,True,full_RL
34,26400,27200,800,-8.840361707237474,-7072.289365789979,-7.380583297896192,-5904.466638316953,1.4597784093412824,1167.822727473026,0,0.0,0,0.0,23,0.02875,777,19,19,0,0,0,4,-62.244258516488,7.357053661055469,0.1978656521714391,2.6439157656347447,0.1190542680187865,0.2766770363240917,1.0686091272407596,2.6439157656347447,Cold start + gate,Cold start,True,full_RL
35,27200,28000,800,-11.945490484190762,-9556.39238735261,-9.437630179228236,-7550.1041433825885,2.507860304962524,2006.2882439700195,0,0.0,0,0.0,17,0.02125,783,13,13,0,0,0,4,-56.69456038381611,11.231704901108426,0.2513775769276314,3.214846556384657,0.1349396588503399,0.3678154950049229,1.0907530429251922,3.214846556384657,Cold start + gate,Cold start,True,full_RL
36,28000,28800,800,-8.223337436968785,-6578.669949575029,-7.483538874892445,-5986.831099913956,0.739798562076343,591.8388496610744,0,0.0,0,0.0,14,0.0175,786,10,10,0,0,0,4,-57.21044825889703,6.697383722317381,0.2262071889591021,2.909211839482396,0.1189288450316449,0.3334855328865593,1.079134158962559,2.909211839482396,Cold start + gate,Cold start,True,full_RL
37,28800,29600,800,-7.843010012014388,-6274.40800961151,-7.518816855783973,-6015.0534846271785,0.3241931562304145,259.35452498433165,0,0.0,0,0.0,9,0.01125,791,4,4,0,0,0,5,-66.3485963013145,4.9783997976419645,0.2294765992561895,2.796438120499147,0.1141655142086456,0.3447876843037335,1.054129711008435,2.796438120499147,Cold start + gate,Cold start,True,full_RL
38,29600,30400,800,-9.348515051919405,-7478.812041535524,-8.163655934474555,-6530.924747579644,1.1848591174448515,947.8872939558814,0,0.0,0,0.0,22,0.0275,778,16,16,0,0,0,6,-52.48530122434795,8.528218940970582,0.2277012093166704,2.773371413847656,0.1188443312584148,0.3365580873749259,1.0543499505218503,2.773371413847656,Cold start + gate,Cold start,True,full_RL
39,30400,31200,800,-8.390000880429206,-6712.000704343365,-7.290333193537516,-5832.266554830013,1.0996676868916917,879.7341495133533,0,0.0,0,0.0,21,0.02625,779,14,14,0,0,0,7,-63.5541686829032,10.709976632224809,0.2059155185412051,2.6941295522817086,0.1243507366407408,0.2874803004416695,1.0845856501621864,2.6941295522817086,Cold start + gate,Cold start,True,full_RL
40,31200,32000,800,-11.99386611627207,-9595.092893017656,-8.848522486963486,-7078.817989570788,3.145343629308583,2516.2749034468666,0,0.0,0,0.0,21,0.02625,779,16,16,0,0,0,5,-74.59652503552263,10.168982886566855,0.2222862412023737,2.4784956412648853,0.1222723243754705,0.322300158029277,1.09201383806572,2.4784956412648853,Cold start + gate,Cold start,True,full_RL
41,32000,32800,800,-9.074465608787666,-7259.572487030133,-7.582634544368018,-6066.107635494414,1.4918310644196502,1193.46485153572,0,0.0,0,0.0,18,0.0225,782,12,12,0,0,0,5,-69.51058598640532,8.741697165719541,0.224272114507851,2.991356390165265,0.1215114431639982,0.3270327858517038,1.081016044143332,2.991356390165265,Cold start + gate,Cold start,True,full_RL
42,32800,33600,800,-9.301566885576538,-7441.25350846123,-7.756782430438702,-6205.425944350962,1.5447844551378354,1235.8275641102682,0,0.0,0,0.0,21,0.02625,779,15,15,0,0,0,6,-63.21369029636287,9.196686510213436,0.2134092570681967,2.63033602500758,0.1195630392506559,0.3072554748857374,1.060338363968047,2.63033602500758,Cold start + gate,Cold start,True,full_RL
43,33600,34400,800,-8.936846332299199,-7149.477065839359,-7.636544347606089,-6109.235478084871,1.300301984693109,1040.2415877544872,0,0.0,0,0.0,24,0.03,776,17,17,0,0,0,7,-67.12054427826729,7.390032417269984,0.2202228301041162,2.717898982423094,0.1189822365708499,0.3214634236373825,1.0511129322012531,2.717898982423094,Cold start + gate,Cold start,True,full_RL
44,34400,35200,800,-7.869668302478248,-6295.734641982598,-6.94381125317824,-5555.0490025425925,0.9258570493000066,740.6856394400053,0,0.0,0,0.0,15,0.01875,785,10,10,0,0,0,5,-60.86449088180075,5.457704185114212,0.2080790177087167,2.807200935130368,0.1167147842474091,0.2994432511700243,1.0626179427779427,2.807200935130368,Cold start + gate,Cold start,True,full_RL
45,35200,36000,800,-9.473653814876606,-7578.923051901285,-7.751745775140812,-6201.3966201126495,1.7219080397357942,1377.5264317886354,0,0.0,0,0.0,13,0.01625,787,10,10,0,0,0,3,-64.64221773640463,12.99958242364776,0.2215307797097584,2.593036555174308,0.1182459042874635,0.3248156551320534,1.1075662649625868,2.593036555174308,Cold start + gate,Cold start,True,full_RL
46,36000,36800,800,-7.990546048982635,-6392.436839186108,-7.105816407242596,-5684.653125794077,0.8847296417400392,707.7837133920314,0,0.0,0,0.0,16,0.02,784,11,11,0,0,0,5,-69.61277464429554,9.251299979737109,0.2204532322336403,3.210364774179027,0.1191467403973374,0.3217597240699433,1.0751682690359945,3.210364774179027,Cold start + gate,Cold start,True,full_RL
